SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA,Rot
Cn1cc(NC(=O)N2CCN3C(=O)CC[C@H]3C2)c(=O)n(C)c1=O,ZINC000640333211,Filter82_pyridinium > 0,321.33700000000005,-1.0774999999999988,1,6,96.65,1
Cn1cc(NC(=O)N2CCN(CCO)CC2)c(=O)n(C)c1=O,ZINC000640333449,Filter82_pyridinium > 0,311.342,-1.7741999999999973,2,7,99.81,3
COC[C@H]1CN(C(=O)Nc2cn(C)c(=O)n(C)c2=O)CCO1,ZINC000640333900,Filter82_pyridinium > 0,312.32600000000014,-1.0368999999999984,1,7,94.8,3
COC[C@@H]1CN(C(=O)Nc2cn(C)c(=O)n(C)c2=O)CCO1,ZINC000640333901,Filter82_pyridinium > 0,312.32600000000014,-1.0368999999999984,1,7,94.8,3
C[C@@H]1C(=O)N(C)CCN1C(=O)Nc1cn(C)c(=O)n(C)c1=O,ZINC000640334623,Filter82_pyridinium > 0,309.3260000000001,-1.2215999999999985,1,6,96.65,1
C[C@H]1C(=O)N(C)CCN1C(=O)Nc1cn(C)c(=O)n(C)c1=O,ZINC000640334624,Filter82_pyridinium > 0,309.3260000000001,-1.2215999999999985,1,6,96.65,1
CN(C)CCOCCNC(=O)Nc1cn(C)c(=O)n(C)c1=O,ZINC000640334705,Filter82_pyridinium > 0,313.3580000000001,-1.2162999999999984,2,7,97.6,7
CO[C@@H]1CN(C(=O)Nc2cn(C)c(=O)n(C)c2=O)C[C@@H]1OC,ZINC000640334744,Filter82_pyridinium > 0,312.3260000000001,-1.0384999999999973,1,7,94.8,3
CCN1CCN(C(=O)Nc2cn(C)c(=O)n(C)c2=O)CC1=O,ZINC000640334942,Filter82_pyridinium > 0,309.3260000000001,-1.2199999999999986,1,6,96.65,2
CNC(=O)c1ccc(NC(=O)N2CCN3CCOC[C@@H]3C2)nn1,ZINC000640335716,OK,320.353,-0.615499999999999,2,6,99.69000000000001,2
CNC(=O)c1ccc(NC(=O)N2CCN3CCOC[C@H]3C2)nn1,ZINC000640335717,OK,320.353,-0.615499999999999,2,6,99.69000000000001,2
Cn1cc(NC(=O)N2CCN3C[C@H](O)C[C@H]3C2)c(=O)n(C)c1=O,ZINC000640336493,Filter82_pyridinium > 0,323.35300000000007,-1.6332999999999982,2,7,99.81,1
CN(C[C@@H]1COCCO1)C(=O)Nc1cn(C)c(=O)n(C)c1=O,ZINC000640336718,Filter82_pyridinium > 0,312.3260000000001,-1.0368999999999982,1,7,94.80000000000001,3
CN(C[C@H]1COCCO1)C(=O)Nc1cn(C)c(=O)n(C)c1=O,ZINC000640336719,Filter82_pyridinium > 0,312.3260000000001,-1.0368999999999982,1,7,94.80000000000001,3
Cn1cc(NC(=O)N2CC(N3CC[C@@H](O)C3)C2)c(=O)n(C)c1=O,ZINC000640337093,Filter82_pyridinium > 0,323.35300000000007,-1.6332999999999982,2,7,99.81,2
Cn1cc(NC(=O)N2CCC(=O)N(C)CC2)c(=O)n(C)c1=O,ZINC000640337185,Filter82_pyridinium > 0,309.326,-1.2199999999999986,1,6,96.65,1
Cn1cc(NC(=O)NC[C@@H]2COCCN2C)c(=O)n(C)c1=O,ZINC000640343927,Filter82_pyridinium > 0,311.34200000000004,-1.4638999999999982,2,7,97.6,3
Cn1cc(NC(=O)NC[C@H]2COCCN2C)c(=O)n(C)c1=O,ZINC000640343928,Filter82_pyridinium > 0,311.34200000000004,-1.4638999999999982,2,7,97.6,3
Cn1cc(NC(=O)N2CC(=O)N(C3CC3)C2)c(=O)n(C)c1=O,ZINC000640347351,Filter82_pyridinium > 0,307.31,-1.1199999999999992,1,6,96.65,2
C[C@@H]1CN(C(=O)Nc2cn(C)c(=O)n(C)c2=O)CC(=O)N1C,ZINC000640350485,Filter82_pyridinium > 0,309.326,-1.2215999999999976,1,6,96.64999999999999,1
C[C@H]1CN(C(=O)Nc2cn(C)c(=O)n(C)c2=O)CC(=O)N1C,ZINC000640350487,Filter82_pyridinium > 0,309.326,-1.2215999999999976,1,6,96.64999999999999,1
Cn1cc(NC(=O)N2C[C@@H]3COC[C@H](C2)O3)c(=O)n(C)c1=O,ZINC000640352178,Filter82_pyridinium > 0,310.31,-1.2844999999999982,1,7,94.80000000000001,1
CCN1CCN(C(=O)CNC(=O)c2cc(=O)n(C)cn2)CC1,ZINC000640359278,Filter82_pyridinium > 0,307.3540000000001,-1.325799999999997,1,6,87.54,4
CCNC(=O)C(C)(C)NC(=O)CN1CCN(CC)C(=O)C1=O,ZINC000640396526,Filter41_12_dicarbonyl > 0,312.37,-1.2919999999999967,2,4,98.82,6
CN1CCN(CC(=O)N[C@H]2CS(=O)(=O)C2(C)C)CC1=O,ZINC000640459711,OK,303.38400000000007,-1.547799999999996,1,5,86.78999999999999,3
Cc1nn(CC(=O)N2CN(CCN(C)C)C(=O)[C@H]2C)c(=O)o1,ZINC000640475500,OK,311.34200000000004,-1.2768799999999971,0,7,91.89,5
Cc1nn(CC(=O)N2CN(CCN(C)C)C(=O)[C@@H]2C)c(=O)o1,ZINC000640475501,OK,311.34200000000004,-1.2768799999999971,0,7,91.89,5
CN(C)C(=O)CN1CCN(C(=O)CN2C[C@H]3C[C@]3(O)C2)CC1,ZINC000640475928,OK,310.3980000000001,-1.7145999999999952,1,5,67.33000000000001,4
CN(C)C(=O)CN1CCN(C(=O)CN2C[C@H]3C[C@@]3(O)C2)CC1,ZINC000640475931,OK,310.3980000000001,-1.7145999999999952,1,5,67.33000000000001,4
CN(C)C(=O)CN1CCN(C(=O)CN2C[C@@H]3C[C@@]3(O)C2)CC1,ZINC000640475934,OK,310.3980000000001,-1.7145999999999952,1,5,67.33000000000001,4
CN(C)C(=O)CN1CCN(C(=O)CN2C[C@@H]3C[C@]3(O)C2)CC1,ZINC000640475935,OK,310.3980000000001,-1.7145999999999952,1,5,67.33000000000001,4
CN(CCCNC(=O)CN1C[C@@H]2C[C@@]2(O)C1)S(C)(=O)=O,ZINC000640476925,OK,305.40000000000003,-1.549299999999997,2,5,89.94999999999999,7
CN(CCCNC(=O)CN1C[C@@H]2C[C@]2(O)C1)S(C)(=O)=O,ZINC000640476926,OK,305.40000000000003,-1.549299999999997,2,5,89.94999999999999,7
CN(CCCNC(=O)CN1C[C@H]2C[C@]2(O)C1)S(C)(=O)=O,ZINC000640476927,OK,305.40000000000003,-1.549299999999997,2,5,89.94999999999999,7
CN(CCCNC(=O)CN1C[C@H]2C[C@@]2(O)C1)S(C)(=O)=O,ZINC000640476928,OK,305.40000000000003,-1.549299999999997,2,5,89.94999999999999,7
Cn1c2ncn(CCN3C[C@@H]4C[C@@]4(O)C3)c2c(=O)n(C)c1=O,ZINC000640477567,Filter82_pyridinium > 0,305.338,-1.4996999999999983,1,8,85.28999999999999,3
Cn1c2ncn(CCN3C[C@H]4C[C@]4(O)C3)c2c(=O)n(C)c1=O,ZINC000640477569,Filter82_pyridinium > 0,305.338,-1.4996999999999983,1,8,85.28999999999999,3
Cn1c2ncn(CCN3C[C@@H]4C[C@]4(O)C3)c2c(=O)n(C)c1=O,ZINC000640477571,Filter82_pyridinium > 0,305.338,-1.4996999999999983,1,8,85.28999999999999,3
Cn1c2ncn(CCN3C[C@H]4C[C@@]4(O)C3)c2c(=O)n(C)c1=O,ZINC000640477573,Filter82_pyridinium > 0,305.338,-1.4996999999999983,1,8,85.28999999999999,3
Cn1cnc2c1c(=O)n(CCCN1C[C@H]3C[C@]3(O)C1)c(=O)n2C,ZINC000640480476,Filter82_pyridinium > 0,319.36500000000007,-1.1095999999999986,1,8,85.29000000000002,4
Cn1cnc2c1c(=O)n(CCCN1C[C@@H]3C[C@]3(O)C1)c(=O)n2C,ZINC000640480477,Filter82_pyridinium > 0,319.36500000000007,-1.1095999999999986,1,8,85.29000000000002,4
Cn1cnc2c1c(=O)n(CCCN1C[C@H]3C[C@@]3(O)C1)c(=O)n2C,ZINC000640480478,Filter82_pyridinium > 0,319.36500000000007,-1.1095999999999986,1,8,85.29000000000002,4
Cn1cnc2c1c(=O)n(CCCN1C[C@@H]3C[C@@]3(O)C1)c(=O)n2C,ZINC000640480479,Filter82_pyridinium > 0,319.36500000000007,-1.1095999999999986,1,8,85.29000000000002,4
Cc1nn(CC(=O)N2CCN(CCN(C)C)C(=O)C2)c(=O)o1,ZINC000640536719,OK,311.34200000000004,-1.6228799999999968,0,7,91.89,5
Cc1nnc(N2CCN(C(=O)Cn3ncn(C)c3=O)CC2)n1C,ZINC000640546044,OK,320.35700000000014,-1.6324799999999964,0,9,94.08000000000001,3
COCC(=O)N(C)CC(=O)N1CCN(c2nnc(C)n2C)CC1,ZINC000640546987,OK,324.3850000000001,-1.1230799999999963,0,7,83.80000000000001,5
Cc1nnc(N2CCN(C(=O)CN3CCOCC3=O)CC2)n1C,ZINC000640547950,OK,322.3690000000001,-1.3690799999999963,0,7,83.80000000000001,3
Cc1nnc(N2CCN(C(=O)C3(n4cnnn4)CC3)CC2)n1C,ZINC000640548369,OK,317.35700000000014,-1.0520799999999983,0,9,97.86000000000001,3
Cc1nn(CC(=O)N(CCN(C)C)CC(=O)N(C)C)c(=O)o1,ZINC000640704333,OK,313.35800000000006,-1.3768799999999968,0,7,91.89,7
O=C(Cn1cc(CN2CCNCC2)nn1)NC[C@H]1CCCO1,ZINC000640762937,OK,308.38600000000014,-1.021499999999997,2,7,84.31,6
O=C(Cn1cc(CN2CCNCC2)nn1)NC[C@@H]1CCCO1,ZINC000640762943,OK,308.38600000000014,-1.021499999999997,2,7,84.31,6
COCCNC(=O)c1cn(CC(=O)N2CCN(C)CC2)nn1,ZINC000640836459,OK,310.358,-1.5716999999999963,1,7,92.59,6
CN1CCN(C(=O)Cn2cc(CN3CCNCC3)nn2)CC1,ZINC000640836634,OK,307.40200000000004,-1.5426999999999964,1,7,69.53,4
CN1CCN(C(=O)Cn2cc(CCN3CCNCC3)nn2)CC1,ZINC000640836636,OK,321.4290000000001,-1.5001999999999962,1,7,69.53,5
CN1CCN(Cc2cn(CC(=O)N3CCN(C)CC3)nn2)CC1,ZINC000640836901,OK,321.4290000000001,-1.2004999999999961,0,7,60.74,4
COCCNCCc1cn(CC(=O)N2CCN(C)CC2)nn1,ZINC000640837122,OK,310.40200000000004,-1.1693999999999967,1,7,75.52000000000001,8
CN1CCN(C(=O)Cn2cc(CCN3CCOCC3)nn2)CC1,ZINC000640837277,OK,322.41300000000007,-1.0731999999999964,0,7,66.73,5
CN1CCN(C(=O)Cn2cc(CN3CCOCC3)nn2)CC1,ZINC000640837307,OK,308.386,-1.1156999999999968,0,7,66.73,4
COCC[C@@H](N)Cc1cn(CC(=O)N2CCN(C)CC2)nn1,ZINC000640837939,OK,310.40200000000004,-1.0415999999999972,1,7,89.51,7
COCC[C@H](N)Cc1cn(CC(=O)N2CCN(C)CC2)nn1,ZINC000640837940,OK,310.40200000000004,-1.0415999999999972,1,7,89.51,7
CN1CCN(Cc2cn(CC(=O)N3CCNC3=O)nn2)CC1,ZINC000640851408,OK,307.35800000000006,-1.4226999999999972,1,7,86.60000000000001,4
CN(CC(=O)N[C@@H]1CCC[C@@H]1N1CC[C@H](O)C1)S(C)(=O)=O,ZINC000640873395,OK,319.427,-1.0182999999999975,2,5,89.94999999999999,5
CN(CC(=O)N[C@@H]1CCC[C@@H]1N1CC[C@@H](O)C1)S(C)(=O)=O,ZINC000640873397,OK,319.427,-1.0182999999999975,2,5,89.94999999999999,5
O=C(Cn1cc(CCN2CCOCC2)nn1)N1CCNC(=O)C1,ZINC000640875871,OK,322.369,-1.8887999999999956,1,7,92.59,5
COCCN(C)Cc1cn(CC(=O)N2CCNC(=O)C2)nn1,ZINC000640877302,OK,310.358,-1.6852999999999958,1,7,92.59,7
O=C(Cn1cc(C[C@H]2CCCNC2)nn1)N1CCNC(=O)C1,ZINC000640877375,OK,306.37,-1.2213999999999967,2,6,92.15,4
O=C(Cn1cc(C[C@@H]2CCCNC2)nn1)N1CCNC(=O)C1,ZINC000640877376,OK,306.37,-1.2213999999999967,2,6,92.15,4
CN1CCN(Cc2cn(CC(=O)N3CCNC(=O)C3)nn2)CC1,ZINC000640878328,OK,321.3850000000001,-2.0160999999999953,1,7,86.60000000000001,4
Cc1cnn(Cc2cn(CC(=O)N3CCNC(=O)C3)nn2)c1,ZINC000640878390,OK,303.326,-1.2102799999999985,1,7,97.94,4
Cc1nn(C)cc1-c1cn(CC(=O)N2CCNC(=O)C2)nn1,ZINC000640879899,OK,303.326,-1.0545799999999983,1,7,97.94,3
O=C(Cn1cc(CN2CCSCC2)nn1)N1CCNC(=O)C1,ZINC000640879928,OK,324.4100000000001,-1.2146999999999972,1,7,83.36000000000001,4
O=S(=O)(NCc1cn(CCCF)nn1)N1CCNCC1,ZINC000640937939,Filter26_alkyl_halide > 0,306.367,-1.1226999999999978,2,6,92.14999999999999,7
CCS(=O)(=O)NCCn1cc(CN2CCN(C)CC2)nn1,ZINC000641031270,OK,316.4310000000001,-1.035199999999997,1,7,83.36,7
CCS(=O)(=O)NCCn1cc(CN2CCNCC2)nn1,ZINC000641031350,OK,302.40400000000005,-1.377399999999997,2,7,92.15,7
CCOCCNC(=O)Cn1cc(CCN2CCNCC2)nn1,ZINC000641101391,OK,310.40200000000004,-1.121499999999997,2,7,84.31,9
CN1CCN(Cc2cn(C[C@@H](O)CN3CCOCC3)nn2)CC1,ZINC000641207234,OK,324.4290000000001,-1.2813999999999957,1,8,69.89,6
CN1CCN(Cc2cn(C[C@H](O)CN3CCOCC3)nn2)CC1,ZINC000641207241,OK,324.4290000000001,-1.2813999999999957,1,8,69.89,6
COCCN(C)C[C@H](O)Cn1cc(CN2CCNCC2)nn1,ZINC000641224067,OK,312.41800000000006,-1.3775999999999957,2,8,78.68,9
COCCN(C)C[C@@H](O)Cn1cc(CN2CCNCC2)nn1,ZINC000641224071,OK,312.41800000000006,-1.3775999999999957,2,8,78.68,9
O=S(=O)(NCc1cn(CC(F)F)nn1)N1CCNCC1,ZINC000641233111,OK,310.33000000000004,-1.2171999999999985,2,6,92.14999999999999,6
COCC(COC)S(=O)(=O)N(C)CC(=O)N1CCOCC1,ZINC000641256240,OK,324.39900000000017,-1.231799999999996,0,6,85.38,8
COC[C@H](CS(=O)(=O)N(C)CC(=O)N1CCOCC1)OC,ZINC000641257203,OK,324.3990000000001,-1.231799999999996,0,6,85.38000000000001,8
COC[C@@H](CS(=O)(=O)N(C)CC(=O)N1CCOCC1)OC,ZINC000641257205,OK,324.3990000000001,-1.231799999999996,0,6,85.38000000000001,8
CS(=O)(=O)N1CCN(S(=O)(=O)CCn2ccnc2)CC1,ZINC000641261499,OK,322.4120000000001,-1.2098999999999973,0,6,92.58,5
COCC(COC)S(=O)(=O)NCCC(=O)N1CCOCC1,ZINC000641265909,OK,324.39900000000017,-1.1838999999999966,1,6,94.16999999999999,9
COC[C@H](CS(=O)(=O)NCCC(=O)N1CCOCC1)OC,ZINC000641266679,OK,324.3990000000001,-1.1838999999999966,1,6,94.17,9
COC[C@@H](CS(=O)(=O)NCCC(=O)N1CCOCC1)OC,ZINC000641266680,OK,324.3990000000001,-1.1838999999999966,1,6,94.17,9
COCC(=O)N1CCN(S(=O)(=O)C[C@@H](COC)OC)CC1,ZINC000641282155,OK,324.3990000000001,-1.231799999999996,0,6,85.38000000000001,8
COCC(=O)N1CCN(S(=O)(=O)C[C@H](COC)OC)CC1,ZINC000641282156,OK,324.3990000000001,-1.231799999999996,0,6,85.38000000000001,8
CNC(=O)CN1CCN(S(=O)(=O)C[C@@H](COC)OC)CC1,ZINC000641282202,OK,323.41500000000013,-1.6587999999999947,1,6,88.18,8
CNC(=O)CN1CCN(S(=O)(=O)C[C@H](COC)OC)CC1,ZINC000641282203,OK,323.41500000000013,-1.6587999999999947,1,6,88.18,8
COCC(=O)N1CCN(S(=O)(=O)C(COC)COC)CC1,ZINC000641282341,OK,324.39900000000017,-1.231799999999996,0,6,85.38000000000001,8
CNC(=O)CN1CCN(S(=O)(=O)[C@@H]2C[C@@H]3CC[C@H]2O3)CC1,ZINC000641282954,OK,317.4110000000001,-1.0002999999999969,1,5,78.95,4
CNC(=O)CN1CCN(S(=O)(=O)[C@H]2C[C@@H]3CC[C@H]2O3)CC1,ZINC000641282955,OK,317.4110000000001,-1.0002999999999969,1,5,78.95,4
CNC(=O)CN1CCN(S(=O)(=O)C(COC)COC)CC1,ZINC000641283121,OK,323.41500000000013,-1.6587999999999947,1,6,88.18,8
COCC(COC)S(=O)(=O)N1CCS(=O)(=O)CC1,ZINC000641317376,OK,301.3860000000001,-1.2919999999999976,0,6,89.97999999999999,6
COCC(COC)S(=O)(=O)NC[C@@H]1CN(C)CCN1C,ZINC000641327036,OK,309.4320000000001,-1.1869999999999956,1,6,71.10999999999999,8
COCC(COC)S(=O)(=O)NC[C@H]1CN(C)CCN1C,ZINC000641327037,OK,309.4320000000001,-1.1869999999999956,1,6,71.10999999999999,8
COCC(COC)S(=O)(=O)N1CCO[C@H](CNC(C)=O)C1,ZINC000641334526,OK,324.39900000000006,-1.185499999999996,1,6,94.17000000000002,8
COCC(COC)S(=O)(=O)N1CCO[C@@H](CNC(C)=O)C1,ZINC000641334527,OK,324.39900000000006,-1.185499999999996,1,6,94.17000000000002,8
COC[C@@H](CS(=O)(=O)N1CCO[C@H](CNC(C)=O)C1)OC,ZINC000641334727,OK,324.3990000000001,-1.1854999999999964,1,6,94.17,8
COC[C@H](CS(=O)(=O)N1CCO[C@@H](CNC(C)=O)C1)OC,ZINC000641334728,OK,324.3990000000001,-1.1854999999999964,1,6,94.17,8
COC[C@@H](CS(=O)(=O)N1CCO[C@@H](CNC(C)=O)C1)OC,ZINC000641334729,OK,324.3990000000001,-1.1854999999999964,1,6,94.17,8
COC[C@H](CS(=O)(=O)N1CCO[C@H](CNC(C)=O)C1)OC,ZINC000641334782,OK,324.3990000000001,-1.1854999999999964,1,6,94.17,8
COCC(COC)S(=O)(=O)N1CCCN(CCO)CC1,ZINC000641339665,OK,310.41600000000005,-1.0223999999999969,1,6,79.31,8
COC[C@H](CS(=O)(=O)N1CCCN(CCO)CC1)OC,ZINC000641341089,OK,310.41600000000005,-1.0223999999999969,1,6,79.31000000000002,8
COC[C@@H](CS(=O)(=O)N1CCCN(CCO)CC1)OC,ZINC000641341090,OK,310.41600000000005,-1.0223999999999969,1,6,79.31000000000002,8
COCC(COC)S(=O)(=O)N1CCN(C[C@@H](C)O)CC1,ZINC000641344714,OK,310.41600000000005,-1.0239999999999967,1,6,79.31,8
COCC(COC)S(=O)(=O)N1CCN(C[C@H](C)O)CC1,ZINC000641344718,OK,310.41600000000005,-1.0239999999999967,1,6,79.31,8
COC[C@@H](CS(=O)(=O)N1CCN(C[C@@H](C)O)CC1)OC,ZINC000641345948,OK,310.4160000000001,-1.0239999999999967,1,6,79.31000000000002,8
COC[C@H](CS(=O)(=O)N1CCN(C[C@H](C)O)CC1)OC,ZINC000641345950,OK,310.4160000000001,-1.0239999999999967,1,6,79.31000000000002,8
COC[C@@H](CS(=O)(=O)N1CCN(C[C@H](C)O)CC1)OC,ZINC000641345952,OK,310.4160000000001,-1.0239999999999967,1,6,79.31000000000002,8
COC[C@H](CS(=O)(=O)N1CCN(C[C@@H](C)O)CC1)OC,ZINC000641345954,OK,310.4160000000001,-1.0239999999999967,1,6,79.31000000000002,8
COCC(COC)S(=O)(=O)N1CC(OCC(=O)N(C)C)C1,ZINC000641370153,OK,324.39900000000006,-1.2333999999999967,0,6,85.38000000000001,9
COCC(COC)S(=O)(=O)N1CCN2C(=O)NC[C@@H]2C1,ZINC000641370929,OK,307.372,-1.3129999999999964,1,5,88.18,6
COCC(COC)S(=O)(=O)N1CCN2C(=O)NC[C@H]2C1,ZINC000641370930,OK,307.372,-1.3129999999999964,1,5,88.18,6
COC[C@H](CS(=O)(=O)N1CCN2C(=O)NC[C@@H]2C1)OC,ZINC000641372808,OK,307.37200000000007,-1.3129999999999966,1,5,88.18000000000002,6
COC[C@@H](CS(=O)(=O)N1CCN2C(=O)NC[C@H]2C1)OC,ZINC000641372811,OK,307.37200000000007,-1.3129999999999966,1,5,88.18000000000002,6
COC[C@H](CS(=O)(=O)N1CCN2C(=O)NC[C@H]2C1)OC,ZINC000641372813,OK,307.37200000000007,-1.3129999999999966,1,5,88.18000000000002,6
COC[C@@H](CS(=O)(=O)N1CCN2C(=O)NC[C@@H]2C1)OC,ZINC000641372814,OK,307.37200000000007,-1.3129999999999966,1,5,88.18000000000002,6
COC[C@H](CS(=O)(=O)N1CC(OCC(=O)N(C)C)C1)OC,ZINC000641373511,OK,324.3990000000001,-1.2333999999999958,0,6,85.38,9
COC[C@@H](CS(=O)(=O)N1CC(OCC(=O)N(C)C)C1)OC,ZINC000641373514,OK,324.3990000000001,-1.2333999999999958,0,6,85.38,9
COC[C@@H](CS(=O)(=O)NC[C@@H]1CN2CCN1CC2)OC,ZINC000641390179,OK,307.4160000000001,-1.4329999999999947,1,6,71.11000000000001,8
COC[C@H](CS(=O)(=O)NC[C@H]1CN2CCN1CC2)OC,ZINC000641390196,OK,307.4160000000001,-1.4329999999999947,1,6,71.11000000000001,8
COC[C@@H](CS(=O)(=O)NC[C@H]1CN2CCN1CC2)OC,ZINC000641390198,OK,307.4160000000001,-1.4329999999999947,1,6,71.11000000000001,8
COC[C@H](CS(=O)(=O)NC[C@@H]1CN2CCN1CC2)OC,ZINC000641390205,OK,307.4160000000001,-1.4329999999999947,1,6,71.11000000000001,8
COCC(COC)S(=O)(=O)NC[C@@H]1CN2CCN1CC2,ZINC000641391101,OK,307.4160000000001,-1.4329999999999956,1,6,71.10999999999999,8
COCC(COC)S(=O)(=O)NC[C@H]1CN2CCN1CC2,ZINC000641391102,OK,307.4160000000001,-1.4329999999999956,1,6,71.10999999999999,8
COC[C@H](CS(=O)(=O)N1CCN(C(=O)[C@@H](C)O)CC1)OC,ZINC000641400914,OK,324.3990000000001,-1.4973999999999956,1,6,96.38000000000002,7
COC[C@@H](CS(=O)(=O)N1CCN(C(=O)[C@@H](C)O)CC1)OC,ZINC000641400915,OK,324.3990000000001,-1.4973999999999956,1,6,96.38000000000002,7
COC[C@@H](CS(=O)(=O)N1CCN(C(=O)[C@H](C)O)CC1)OC,ZINC000641400916,OK,324.3990000000001,-1.4973999999999956,1,6,96.38000000000002,7
COC[C@H](CS(=O)(=O)N1CCN(C(=O)[C@H](C)O)CC1)OC,ZINC000641400917,OK,324.3990000000001,-1.4973999999999956,1,6,96.38000000000002,7
C[C@@H](O)C(=O)N1CCN(S(=O)(=O)CCn2ccnc2)CC1,ZINC000641400981,OK,316.3830000000001,-1.262099999999998,1,6,95.74,5
C[C@H](O)C(=O)N1CCN(S(=O)(=O)CCn2ccnc2)CC1,ZINC000641400982,OK,316.3830000000001,-1.262099999999998,1,6,95.74,5
COCC(COC)S(=O)(=O)N1CCN(C(=O)[C@H](C)O)CC1,ZINC000641402557,OK,324.39900000000006,-1.4973999999999956,1,6,96.38000000000001,7
COCC(COC)S(=O)(=O)N1CCN(C(=O)[C@@H](C)O)CC1,ZINC000641402558,OK,324.39900000000006,-1.4973999999999956,1,6,96.38000000000001,7
COC[C@H](CS(=O)(=O)NCCCN1CCNC(=O)C1)OC,ZINC000641404557,OK,323.4150000000001,-1.6108999999999947,2,6,96.97000000000001,10
COC[C@@H](CS(=O)(=O)NCCCN1CCNC(=O)C1)OC,ZINC000641404558,OK,323.4150000000001,-1.6108999999999947,2,6,96.97000000000001,10
O=C1CN(CCCNS(=O)(=O)CCn2ccnc2)CCN1,ZINC000641405001,OK,315.39900000000006,-1.3755999999999968,2,6,96.33,8
COCC(COC)S(=O)(=O)NCCCN1CCNC(=O)C1,ZINC000641405336,OK,323.4150000000001,-1.6108999999999951,2,6,96.97,10
COCCN1CCN(S(=O)(=O)C[C@@H](COC)OC)CC1=O,ZINC000641406813,OK,324.3990000000001,-1.2317999999999951,0,6,85.38,9
COCCN1CCN(S(=O)(=O)C[C@H](COC)OC)CC1=O,ZINC000641406814,OK,324.3990000000001,-1.2317999999999951,0,6,85.38,9
COCCN1CCN(S(=O)(=O)C(COC)COC)CC1=O,ZINC000641407065,OK,324.3990000000001,-1.2317999999999951,0,6,85.38,9
O=C(CO)N1CCN(S(=O)(=O)CCn2ccnc2)CC1,ZINC000641407501,OK,302.35600000000005,-1.650599999999997,1,6,95.74,5
COCC(COC)S(=O)(=O)N1CCN(CCCO)CC1,ZINC000641408554,OK,310.41600000000005,-1.0223999999999969,1,6,79.31,9
COCC(COC)S(=O)(=O)N1CCN(C(=O)CO)CC1,ZINC000641408929,OK,310.37200000000007,-1.8858999999999952,1,6,96.38000000000001,7
COC[C@@H](CS(=O)(=O)N1CCN(C(=O)CO)CC1)OC,ZINC000641409334,OK,310.37200000000007,-1.8858999999999952,1,6,96.38000000000002,7
COC[C@H](CS(=O)(=O)N1CCN(C(=O)CO)CC1)OC,ZINC000641409335,OK,310.37200000000007,-1.8858999999999952,1,6,96.38000000000002,7
O=C(CO)N1CCN(S(=O)(=O)[C@H]2C[C@@H]3CC[C@H]2O3)CC1,ZINC000641409981,OK,304.36800000000005,-1.2273999999999974,1,5,87.15,3
O=C(CO)N1CCN(S(=O)(=O)[C@@H]2C[C@@H]3CC[C@H]2O3)CC1,ZINC000641409989,OK,304.36800000000005,-1.2273999999999974,1,5,87.15,3
COC[C@H](CS(=O)(=O)N1CCN(CCCO)CC1)OC,ZINC000641410288,OK,310.41600000000005,-1.0223999999999969,1,6,79.31000000000002,9
COC[C@@H](CS(=O)(=O)N1CCN(CCCO)CC1)OC,ZINC000641410289,OK,310.41600000000005,-1.0223999999999969,1,6,79.31000000000002,9
C[C@@H]1COCC[C@H]1S(=O)(=O)N1CCN(C(=O)CO)CC1,ZINC000641410330,OK,306.38400000000007,-1.1222999999999983,1,5,87.15000000000002,3
C[C@@H]1COCC[C@@H]1S(=O)(=O)N1CCN(C(=O)CO)CC1,ZINC000641410332,OK,306.38400000000007,-1.1222999999999983,1,5,87.15000000000002,3
C[C@H]1COCC[C@@H]1S(=O)(=O)N1CCN(C(=O)CO)CC1,ZINC000641410334,OK,306.38400000000007,-1.1222999999999983,1,5,87.15000000000002,3
C[C@H]1COCC[C@H]1S(=O)(=O)N1CCN(C(=O)CO)CC1,ZINC000641410338,OK,306.38400000000007,-1.1222999999999983,1,5,87.15000000000002,3
COC[C@H](CS(=O)(=O)N1CCSC[C@H]1C(N)=O)OC,ZINC000641411216,OK,312.41300000000007,-1.1196999999999964,1,6,98.93000000000002,7
O=C(CNS(=O)(=O)CCn1ccnc1)N1CCOCC1,ZINC000641411227,OK,302.3560000000001,-1.338699999999998,1,6,93.53,6
COC[C@@H](CS(=O)(=O)N1CCSC[C@@H]1C(N)=O)OC,ZINC000641411235,OK,312.41300000000007,-1.1196999999999964,1,6,98.93000000000002,7
COC[C@@H](CS(=O)(=O)N1CCSC[C@H]1C(N)=O)OC,ZINC000641411237,OK,312.41300000000007,-1.1196999999999964,1,6,98.93000000000002,7
COC[C@H](CS(=O)(=O)N1CCSC[C@@H]1C(N)=O)OC,ZINC000641411239,OK,312.41300000000007,-1.1196999999999964,1,6,98.93000000000002,7
COCC(COC)S(=O)(=O)NCC(=O)N1CCOCC1,ZINC000641411254,OK,310.3720000000001,-1.5739999999999963,1,6,94.16999999999999,8
COC[C@@H](CS(=O)(=O)NCC(=O)N1CCOCC1)OC,ZINC000641411380,OK,310.37200000000007,-1.5739999999999954,1,6,94.17,8
COC[C@H](CS(=O)(=O)NCC(=O)N1CCOCC1)OC,ZINC000641411381,OK,310.37200000000007,-1.5739999999999954,1,6,94.17,8
COCC(COC)S(=O)(=O)N1CCSC[C@@H]1C(N)=O,ZINC000641411717,OK,312.413,-1.1196999999999973,1,6,98.93,7
