SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA,Rot
CN1CCO[C@H]2CN(C(=O)CN3CCS(=O)(=O)CC3)C[C@@H]21,ZINC000329994786,OK,317.4110000000001,-1.741799999999995,0,6,70.16,2
CN1CCO[C@@H]2CN(C(=O)CN3CCS(=O)(=O)CC3)C[C@H]21,ZINC000329994787,OK,317.4110000000001,-1.741799999999995,0,6,70.16,2
CCN1CCN(CC(=O)N2CCn3ncnc3C2)C(=O)C1=O,ZINC000329995109,Filter41_12_dicarbonyl > 0,306.3260000000001,-1.688999999999998,0,6,91.63999999999999,3
COC[C@@H]1CN(C(=O)CN2CCS(=O)(=O)CC2)C[C@@H](C)O1,ZINC000329995409,OK,320.4110000000001,-1.0208999999999975,0,6,76.15,4
COC[C@H]1CN(C(=O)CN2CCS(=O)(=O)CC2)C[C@H](C)O1,ZINC000329995410,OK,320.4110000000001,-1.0208999999999975,0,6,76.15,4
COC[C@@H]1CN(C(=O)CN2CCS(=O)(=O)CC2)C[C@H](C)O1,ZINC000329995411,OK,320.4110000000001,-1.0208999999999975,0,6,76.15,4
COC[C@H]1CN(C(=O)CN2CCS(=O)(=O)CC2)C[C@@H](C)O1,ZINC000329995412,OK,320.4110000000001,-1.0208999999999975,0,6,76.15,4
O=C(CN1C(=O)CCC1=O)N1CCN(C(=O)C2(O)CCC2)CC1,ZINC000330005414,OK,323.34900000000016,-1.2787999999999982,1,5,98.23,3
O=C(CNS(=O)(=O)c1cnc2n1CCC2)N1CCOCC1,ZINC000330008404,OK,314.36700000000013,-1.033599999999999,1,6,93.53,4
COCCN1CCCN(S(=O)(=O)c2cnnn2C)CC1=O,ZINC000330033616,OK,317.3710000000001,-1.315499999999998,0,7,97.63,5
Cc1nnc(NC(=O)N2CCN3C(=O)C(=O)NC[C@@H]3C2)s1,ZINC000330034602,Filter41_12_dicarbonyl > 0,310.339,-0.9789799999999989,2,6,107.53,1
Cc1nnc(NC(=O)N2CCN3C(=O)C(=O)NC[C@H]3C2)s1,ZINC000330034603,Filter41_12_dicarbonyl > 0,310.339,-0.9789799999999989,2,6,107.53,1
CCN1CN(S(=O)(=O)c2cn(C)c(=O)n(C)c2=O)CC1=O,ZINC000330035802,Filter82_pyridinium > 0,316.3390000000001,-2.105699999999997,0,7,101.69,3
Cn1cc(S(=O)(=O)N[C@H]2[C@@H]3COC[C@@H]32)c(=O)n(C)c1=O,ZINC000330036743,Filter82_pyridinium > 0,301.32400000000007,-1.9928999999999981,1,7,99.4,3
Cn1c(NC[C@@H](CO)[C@@H]2CCOC2)nc2c1c(O)nc(=O)n2C,ZINC000330058889,Filter82_pyridinium > 0,323.353,-0.5704999999999998,3,9,114.43,5
Cn1c(NC[C@H](CO)[C@H]2CCOC2)nc2c1c(O)nc(=O)n2C,ZINC000330058890,Filter82_pyridinium > 0,323.353,-0.5704999999999998,3,9,114.43,5
Cn1c(NC[C@@H](CO)[C@H]2CCOC2)nc2c1c(O)nc(=O)n2C,ZINC000330058891,Filter82_pyridinium > 0,323.353,-0.5704999999999998,3,9,114.43,5
Cn1c(NC[C@H](CO)[C@@H]2CCOC2)nc2c1c(O)nc(=O)n2C,ZINC000330058892,Filter82_pyridinium > 0,323.353,-0.5704999999999998,3,9,114.43,5
CN1CN(S(=O)(=O)c2ccc(S(C)(=O)=O)nc2)CC1=O,ZINC000330070783,OK,319.3640000000001,-1.0946999999999996,0,6,104.72,3
CC(=O)N1CCN(C(=O)CN2CCS(=O)(=O)CC2)[C@H](C)C1,ZINC000330074339,OK,317.4110000000001,-1.203999999999996,0,5,78.0,2
CC(=O)N1CCN(C(=O)CN2CCS(=O)(=O)CC2)[C@@H](C)C1,ZINC000330074340,OK,317.4110000000001,-1.203999999999996,0,5,78.0,2
Cn1nncc1S(=O)(=O)N1CC[C@H](N2CCOCC2)C1,ZINC000330077931,OK,301.37200000000007,-1.089699999999998,0,7,80.55999999999999,3
Cn1nncc1S(=O)(=O)N1CC[C@@H](N2CCOCC2)C1,ZINC000330077932,OK,301.37200000000007,-1.089699999999998,0,7,80.55999999999999,3
O=C(CCN1CCN(C(=O)[C@H]2CCCO2)CC1)N1CC(O)C1,ZINC000330090662,OK,311.382,-1.0971999999999973,1,5,73.32000000000001,4
O=C(CCN1CCN(C(=O)[C@@H]2CCCO2)CC1)N1CC(O)C1,ZINC000330090663,OK,311.382,-1.0971999999999973,1,5,73.32000000000001,4
C[C@@H]1CC[C@H](C(=O)N2CCN(C(=O)Cn3cnnn3)CC2)O1,ZINC000330091620,OK,308.3420000000001,-1.0885999999999978,0,7,93.45000000000002,3
C[C@@H]1CC[C@@H](C(=O)N2CCN(C(=O)Cn3cnnn3)CC2)O1,ZINC000330091621,OK,308.3420000000001,-1.0885999999999978,0,7,93.45000000000002,3
C[C@H]1CC[C@@H](C(=O)N2CCN(C(=O)Cn3cnnn3)CC2)O1,ZINC000330091622,OK,308.3420000000001,-1.0885999999999978,0,7,93.45000000000002,3
C[C@H]1CC[C@H](C(=O)N2CCN(C(=O)Cn3cnnn3)CC2)O1,ZINC000330091623,OK,308.3420000000001,-1.0885999999999978,0,7,93.45000000000002,3
O=C(CNS(=O)(=O)CCN1CCCC1)N1CCOCC1,ZINC000330096016,OK,305.40000000000003,-1.139599999999996,1,5,78.95,6
CCN1CN(CC(=O)c2c(N)n(C)c(=O)n(C)c2=O)CC1=O,ZINC000330097156,Filter82_pyridinium > 0,309.3260000000001,-2.029499999999996,1,8,110.63999999999999,4
C[C@@H]1CN(C(=O)CN2CCN3C(=O)C(=O)NC[C@@H]3C2)C[C@H](C)O1,ZINC000330097431,Filter41_12_dicarbonyl > 0,324.3810000000001,-1.7351999999999952,1,5,82.19000000000001,2
C[C@@H]1CN(C(=O)CN2CCN3C(=O)C(=O)NC[C@@H]3C2)C[C@@H](C)O1,ZINC000330097432,Filter41_12_dicarbonyl > 0,324.3810000000001,-1.7351999999999952,1,5,82.19000000000001,2
C[C@@H]1CN(C(=O)CN2CCN3C(=O)C(=O)NC[C@H]3C2)C[C@H](C)O1,ZINC000330097433,Filter41_12_dicarbonyl > 0,324.3810000000001,-1.7351999999999952,1,5,82.19000000000001,2
C[C@@H]1CN(C(=O)CN2CCN3C(=O)C(=O)NC[C@H]3C2)C[C@@H](C)O1,ZINC000330097434,Filter41_12_dicarbonyl > 0,324.3810000000001,-1.7351999999999952,1,5,82.19000000000001,2
CN(C(=O)CN1CCN2C(=O)C(=O)NC[C@@H]2C1)c1nccs1,ZINC000330098369,Filter41_12_dicarbonyl > 0,323.378,-1.251499999999998,1,6,85.85000000000001,3
CN(C(=O)CN1CCN2C(=O)C(=O)NC[C@H]2C1)c1nccs1,ZINC000330098370,Filter41_12_dicarbonyl > 0,323.378,-1.251499999999998,1,6,85.85000000000001,3
CCN1CN(C(=O)CN(C)[C@H]2CCS(=O)(=O)C2)CC1=O,ZINC000330111187,OK,303.38400000000007,-1.2464999999999973,0,5,78.0,4
CCN1CN(C(=O)CN(C)[C@@H]2CCS(=O)(=O)C2)CC1=O,ZINC000330111188,OK,303.38400000000007,-1.2464999999999973,0,5,78.0,4
CC(C)N1C(=O)C[C@@H](NS(=O)(=O)c2cnnn2C)C1=O,ZINC000330123604,OK,301.32800000000003,-1.3706999999999985,1,7,114.25999999999999,4
CC(C)N1C(=O)C[C@H](NS(=O)(=O)c2cnnn2C)C1=O,ZINC000330123605,OK,301.32800000000003,-1.3706999999999985,1,7,114.25999999999999,4
COc1coc(CN2CCN3C(=O)C(=O)NC[C@@H]3C2)cc1=O,ZINC000330125406,Filter14_thio_oxopyrylium_salt > 0,307.3060000000001,-1.2089999999999983,1,6,92.09,3
COc1coc(CN2CCN3C(=O)C(=O)NC[C@H]3C2)cc1=O,ZINC000330125409,Filter14_thio_oxopyrylium_salt > 0,307.3060000000001,-1.2089999999999983,1,6,92.09,3
O=C(CN1CCN2C(=O)C(=O)NC[C@@H]2C1)N1CCN=C(O)C1,ZINC000330130409,Filter41_12_dicarbonyl > 0,309.326,-2.572299999999996,2,5,105.55,2
O=C(CN1CCN2C(=O)C(=O)NC[C@H]2C1)N1CCN=C(O)C1,ZINC000330130410,Filter41_12_dicarbonyl > 0,309.326,-2.572299999999996,2,5,105.55,2
CC(C)N1C(=O)C[C@@H](NS(=O)(=O)N2CCOCC2)C1=O,ZINC000330134087,OK,305.35600000000005,-1.3110999999999984,1,5,96.02000000000001,4
CC(C)N1C(=O)C[C@H](NS(=O)(=O)N2CCOCC2)C1=O,ZINC000330134088,OK,305.35600000000005,-1.3110999999999984,1,5,96.02000000000001,4
Cc1cc(NC(=O)CN2CCN3C(=O)C(=O)NC[C@H]3C2)n(C)n1,ZINC000330134666,Filter41_12_dicarbonyl > 0,320.35300000000007,-1.6903799999999964,2,6,99.57000000000001,3
Cc1cc(NC(=O)CN2CCN3C(=O)C(=O)NC[C@@H]3C2)n(C)n1,ZINC000330134667,Filter41_12_dicarbonyl > 0,320.35300000000007,-1.6903799999999964,2,6,99.57000000000001,3
CN(C)c1ncc(CN2CCN3C(=O)C(=O)NC[C@@H]3C2)n1C,ZINC000330136235,Filter41_12_dicarbonyl > 0,306.37,-1.3712999999999966,1,6,73.71000000000001,3
CN(C)c1ncc(CN2CCN3C(=O)C(=O)NC[C@H]3C2)n1C,ZINC000330136236,Filter41_12_dicarbonyl > 0,306.37,-1.3712999999999966,1,6,73.71000000000001,3
CCN1CN([C@H](C)C(=O)c2c(N)n(C)c(=O)n(C)c2=O)CC1=O,ZINC000330142109,Filter82_pyridinium > 0,323.35300000000007,-1.6409999999999962,1,8,110.63999999999999,4
CCN1CN([C@@H](C)C(=O)c2c(N)n(C)c(=O)n(C)c2=O)CC1=O,ZINC000330142110,Filter82_pyridinium > 0,323.35300000000007,-1.6409999999999962,1,8,110.63999999999999,4
O=C(CCN1CCN2C(=O)C(=O)NC[C@@H]2C1)N1CCOCC1,ZINC000330145441,Filter41_12_dicarbonyl > 0,310.3540000000001,-2.122099999999995,1,5,82.19,3
O=C(CCN1CCN2C(=O)C(=O)NC[C@H]2C1)N1CCOCC1,ZINC000330145443,Filter41_12_dicarbonyl > 0,310.3540000000001,-2.122099999999995,1,5,82.19,3
CS(=O)(=O)NC[C@H]1CCCN(S(=O)(=O)C2COC2)C1,ZINC000330169492,OK,312.4130000000001,-1.0237999999999978,1,5,92.78000000000002,5
CS(=O)(=O)NC[C@@H]1CCCN(S(=O)(=O)C2COC2)C1,ZINC000330169493,OK,312.4130000000001,-1.0237999999999978,1,5,92.78000000000002,5
CN1CCN(CC(=O)N2CC[C@@H](N3CCCC3=O)C2)CC1=O,ZINC000330172732,OK,308.38200000000006,-1.0162999999999975,0,4,64.17,3
CN1CCN(CC(=O)N2CC[C@H](N3CCCC3=O)C2)CC1=O,ZINC000330172733,OK,308.38200000000006,-1.0162999999999975,0,4,64.17,3
CN1CCO[C@@H](C(=O)N2CCN(CCn3cncn3)CC2)C1,ZINC000330175722,OK,308.3860000000001,-1.2470999999999959,0,7,66.73,4
CN1CCO[C@H](C(=O)N2CCN(CCn3cncn3)CC2)C1,ZINC000330175727,OK,308.3860000000001,-1.2470999999999959,0,7,66.73,4
CN1CCN(CC(=O)N2CC(=O)N(CC(F)(F)F)C2)CC1=O,ZINC000330180929,OK,322.2870000000001,-1.0489999999999995,0,4,64.17,3
CN(C)C(=O)CN1CCC(NS(=O)(=O)C2COC2)CC1,ZINC000330195437,OK,305.40000000000015,-1.1427999999999965,1,5,78.95,5
NS(=O)(=O)NC[C@H]1CCCN(S(=O)(=O)C2COC2)C1,ZINC000330195956,OK,313.4010000000001,-1.7798999999999965,2,5,118.8,5
NS(=O)(=O)NC[C@@H]1CCCN(S(=O)(=O)C2COC2)C1,ZINC000330195957,OK,313.4010000000001,-1.7798999999999965,2,5,118.8,5
Cn1cnn(CC(=O)N2CC(=O)N(CC(F)(F)F)C2)c1=O,ZINC000330199389,OK,307.232,-1.2276000000000005,0,6,80.44,3
COCCN([C@@H]1CCS(=O)(=O)C1)S(=O)(=O)C1COC1,ZINC000330213456,OK,313.3970000000001,-1.1494999999999969,0,6,89.98,6
COCCN([C@H]1CCS(=O)(=O)C1)S(=O)(=O)C1COC1,ZINC000330213457,OK,313.3970000000001,-1.1494999999999969,0,6,89.98,6
NS(=O)(=O)CCN1CCN(S(=O)(=O)C2COC2)CC1,ZINC000330214508,OK,313.4010000000001,-2.3788999999999954,1,6,110.01,5
O=S(=O)(C1COC1)N1CCC(O)(CN2CCOCC2)CC1,ZINC000330221940,OK,320.4110000000001,-1.125899999999998,1,6,79.31,4
CC(=O)N1CCN(C(=O)CCNS(=O)(=O)C2COC2)CC1,ZINC000330224300,OK,319.3830000000002,-1.6145999999999958,1,5,96.02,5
CS(=O)(=O)N1CCC(CNS(=O)(=O)C2COC2)CC1,ZINC000330230919,OK,312.4130000000002,-1.0237999999999978,1,5,92.78000000000002,5
Cn1cc(N2CC[C@H](NS(=O)(=O)C3COC3)C2=O)cn1,ZINC000330233052,OK,300.34000000000003,-1.1563999999999983,1,6,93.52999999999999,4
Cn1cc(N2CC[C@@H](NS(=O)(=O)C3COC3)C2=O)cn1,ZINC000330233053,OK,300.34000000000003,-1.1563999999999983,1,6,93.52999999999999,4
CN(C)CCN1C[C@@H](C(=O)N2C[C@H]3OCCN(C)[C@H]3C2)CC1=O,ZINC000330233498,OK,324.42500000000007,-1.0620999999999947,0,5,56.33,4
CN(C)C(=O)CCN1CCN(S(=O)(=O)C2COC2)CC1,ZINC000330233691,OK,305.4000000000001,-1.189099999999996,0,5,70.16000000000001,5
COCCc1nsc(N2CCN3C(=O)C(=O)NC[C@@H]3C2)n1,ZINC000330235198,Filter41_12_dicarbonyl > 0,311.3670000000001,-1.1259999999999981,1,7,87.66,4
COCCc1nsc(N2CCN3C(=O)C(=O)NC[C@H]3C2)n1,ZINC000330235199,Filter41_12_dicarbonyl > 0,311.3670000000001,-1.1259999999999981,1,7,87.66,4
CN1CCC[C@@H]1C(=O)N1CCN(S(=O)(=O)C2COC2)CC1,ZINC000330237962,OK,317.4110000000002,-1.046599999999997,0,5,70.16000000000001,3
CN1CCC[C@H]1C(=O)N1CCN(S(=O)(=O)C2COC2)CC1,ZINC000330237963,OK,317.4110000000002,-1.046599999999997,0,5,70.16000000000001,3
CCc1nnc2ccc(N3CCN4C(=O)C(=O)NC[C@@H]4C3)nn21,ZINC000330238305,Filter41_12_dicarbonyl > 0,315.33700000000005,-1.1662999999999983,1,7,95.73,2
CCc1nnc2ccc(N3CCN4C(=O)C(=O)NC[C@H]4C3)nn21,ZINC000330238306,Filter41_12_dicarbonyl > 0,315.33700000000005,-1.1662999999999983,1,7,95.73,2
CN(CC(=O)N1CCN=C(O)C1)[C@H]1CCN(S(C)(=O)=O)C1,ZINC000330246531,OK,318.3990000000001,-1.2491999999999963,1,5,93.52000000000001,4
CN(CC(=O)N1CCN=C(O)C1)[C@@H]1CCN(S(C)(=O)=O)C1,ZINC000330246534,OK,318.3990000000001,-1.2491999999999963,1,5,93.52000000000001,4
CN(CC(=O)N1CCN=C1O)[C@@H]1CCN(S(C)(=O)=O)C1,ZINC000330259954,OK,304.37200000000007,-1.2916999999999974,1,5,93.52000000000001,4
CN(CC(=O)N1CCN=C1O)[C@H]1CCN(S(C)(=O)=O)C1,ZINC000330259955,OK,304.37200000000007,-1.2916999999999974,1,5,93.52000000000001,4
O=C1NC[C@@H]2CN(S(=O)(=O)C[C@H]3CCCO3)CCN2C1=O,ZINC000330265897,Filter41_12_dicarbonyl > 0,317.3670000000001,-1.8621999999999956,1,5,96.02000000000001,3
O=C1NC[C@H]2CN(S(=O)(=O)C[C@@H]3CCCO3)CCN2C1=O,ZINC000330265898,Filter41_12_dicarbonyl > 0,317.3670000000001,-1.8621999999999956,1,5,96.02000000000001,3
O=C1NC[C@H]2CN(S(=O)(=O)C[C@H]3CCCO3)CCN2C1=O,ZINC000330265899,Filter41_12_dicarbonyl > 0,317.3670000000001,-1.8621999999999956,1,5,96.02000000000001,3
O=C1NC[C@@H]2CN(S(=O)(=O)C[C@@H]3CCCO3)CCN2C1=O,ZINC000330265900,Filter41_12_dicarbonyl > 0,317.3670000000001,-1.8621999999999956,1,5,96.02000000000001,3
CN(CC(=O)N1CCOCC1)[C@@H]1CCN(S(C)(=O)=O)C1,ZINC000330268331,OK,305.4000000000001,-1.189099999999996,0,5,70.16,4
CN(CC(=O)N1CCOCC1)[C@H]1CCN(S(C)(=O)=O)C1,ZINC000330268332,OK,305.4000000000001,-1.189099999999996,0,5,70.16,4
NS(=O)(=O)N1CCN(C(=O)[C@H]2CCCN2C2CC2)CC1,ZINC000330268736,OK,302.40000000000015,-1.0390999999999968,1,4,86.95,3
NS(=O)(=O)N1CCN(C(=O)[C@@H]2CCCN2C2CC2)CC1,ZINC000330268737,OK,302.40000000000015,-1.0390999999999968,1,4,86.95,3
CN(CCNS(=O)(=O)C1COC1)S(=O)(=O)C1COC1,ZINC000330271708,OK,314.3850000000001,-2.034999999999995,1,6,102.01,7
COCCN1C[C@H](C(=O)N2CCN3C(O)=NC[C@@H]3C2)CC1=O,ZINC000330274707,OK,310.3540000000001,-1.0782999999999967,1,5,85.68,4
COCCN1C[C@H](C(=O)N2CCN3C(O)=NC[C@H]3C2)CC1=O,ZINC000330274708,OK,310.3540000000001,-1.0782999999999967,1,5,85.68,4
COCCN1C[C@@H](C(=O)N2CCN3C(O)=NC[C@H]3C2)CC1=O,ZINC000330274709,OK,310.3540000000001,-1.0782999999999967,1,5,85.68,4
COCCN1C[C@@H](C(=O)N2CCN3C(O)=NC[C@@H]3C2)CC1=O,ZINC000330274710,OK,310.3540000000001,-1.0782999999999967,1,5,85.68,4
CC(=O)N1CCN(C(=O)[C@H](C)N2CCN3C(O)=NC[C@H]3C2)CC1,ZINC000330280869,OK,323.39700000000016,-1.0205999999999955,1,5,79.69000000000001,2
CC(=O)N1CCN(C(=O)[C@@H](C)N2CCN3C(O)=NC[C@@H]3C2)CC1,ZINC000330280870,OK,323.39700000000016,-1.0205999999999955,1,5,79.69000000000001,2
CC(=O)N1CCN(C(=O)[C@H](C)N2CCN3C(O)=NC[C@@H]3C2)CC1,ZINC000330280871,OK,323.39700000000016,-1.0205999999999955,1,5,79.69000000000001,2
CC(=O)N1CCN(C(=O)[C@@H](C)N2CCN3C(O)=NC[C@H]3C2)CC1,ZINC000330280872,OK,323.39700000000016,-1.0205999999999955,1,5,79.69000000000001,2
C[C@@H]1CCN(C(=O)CN2CCN(C)C(=O)C2)CCS1(=O)=O,ZINC000330283749,OK,317.41099999999994,-1.203999999999996,0,5,78.0,2
C[C@H]1CCN(C(=O)CN2CCN(C)C(=O)C2)CCS1(=O)=O,ZINC000330283750,OK,317.41099999999994,-1.203999999999996,0,5,78.0,2
CN1CCO[C@@H](C(=O)N2CCC[C@@H](n3cnc(C(N)=O)n3)C2)C1,ZINC000330285610,OK,322.3690000000001,-1.1288999999999971,1,7,106.58,3
CN1CCO[C@H](C(=O)N2CCC[C@@H](n3cnc(C(N)=O)n3)C2)C1,ZINC000330285611,OK,322.3690000000001,-1.1288999999999971,1,7,106.58,3
CN1CCO[C@H](C(=O)N2CCC[C@H](n3cnc(C(N)=O)n3)C2)C1,ZINC000330285612,OK,322.3690000000001,-1.1288999999999971,1,7,106.58,3
CN1CCO[C@@H](C(=O)N2CCC[C@H](n3cnc(C(N)=O)n3)C2)C1,ZINC000330285613,OK,322.3690000000001,-1.1288999999999971,1,7,106.58,3
CNS(=O)(=O)NC1CCN(S(=O)(=O)C2COC2)CC1,ZINC000330295794,OK,313.4010000000001,-1.7667999999999968,2,5,104.81000000000002,5
C[C@@H]1CN(C(=O)CN2C(=O)CN(C)C2=O)C[C@H](C)S1(=O)=O,ZINC000330297544,OK,317.367,-1.0855999999999977,0,5,95.07,2
C[C@H]1CN(C(=O)CN2C(=O)CN(C)C2=O)C[C@H](C)S1(=O)=O,ZINC000330297545,OK,317.367,-1.0855999999999977,0,5,95.07,2
C[C@@H]1CN(C(=O)CN2C(=O)CN(C)C2=O)C[C@@H](C)S1(=O)=O,ZINC000330297546,OK,317.367,-1.0855999999999977,0,5,95.07,2
C[C@@H]1CN(C(=O)CN2CCS(=O)(=O)CC2)CCN1CCO,ZINC000330299117,OK,319.4270000000001,-1.7581999999999958,1,6,81.16000000000001,4
C[C@H]1CN(C(=O)CN2CCS(=O)(=O)CC2)CCN1CCO,ZINC000330299121,OK,319.4270000000001,-1.7581999999999958,1,6,81.16000000000001,4
C[C@H](O)CN1CCN(C(=O)CCN2CCCS2(=O)=O)CC1,ZINC000330299737,OK,319.4270000000001,-1.062999999999997,1,5,81.16,5
O=S(=O)(N1CCOCC1)N1CCN([C@@H]2CCN=C2O)CC1,ZINC000330300113,OK,318.39900000000006,-1.090199999999996,1,5,85.68,3
O=S(=O)(N1CCOCC1)N1CCN([C@H]2CCN=C2O)CC1,ZINC000330300114,OK,318.39900000000006,-1.090199999999996,1,5,85.68,3
CN1CN(C(=O)[C@H]2CC[C@@H](C(=O)N3CC(=O)N(C)C3)O2)CC1=O,ZINC000330300564,OK,324.3370000000001,-1.9497999999999964,0,5,90.47,2
O=C1NC[C@@H]2CN(S(=O)(=O)N3CCCC3)CCN2C1=O,ZINC000330304283,Filter41_12_dicarbonyl > 0,302.356,-2.0303999999999958,1,4,90.03,2
O=C1NC[C@H]2CN(S(=O)(=O)N3CCCC3)CCN2C1=O,ZINC000330304288,Filter41_12_dicarbonyl > 0,302.356,-2.0303999999999958,1,4,90.03,2
C[C@H](O)CN1CCN(C(=O)CN2CCS(=O)(=O)CC2)CC1,ZINC000330306618,OK,319.42700000000013,-1.7581999999999938,1,6,81.16,4
O=C1NC[C@@H]2CN(S(=O)(=O)[C@H]3CCOC3)CCN2C1=O,ZINC000330306981,Filter41_12_dicarbonyl > 0,303.34000000000003,-2.2522999999999955,1,5,96.02000000000001,2
O=C1NC[C@H]2CN(S(=O)(=O)[C@@H]3CCOC3)CCN2C1=O,ZINC000330306982,Filter41_12_dicarbonyl > 0,303.34000000000003,-2.2522999999999955,1,5,96.02000000000001,2
O=C1NC[C@H]2CN(S(=O)(=O)[C@H]3CCOC3)CCN2C1=O,ZINC000330306983,Filter41_12_dicarbonyl > 0,303.34000000000003,-2.2522999999999955,1,5,96.02000000000001,2
O=C1NC[C@@H]2CN(S(=O)(=O)[C@@H]3CCOC3)CCN2C1=O,ZINC000330306984,Filter41_12_dicarbonyl > 0,303.34000000000003,-2.2522999999999955,1,5,96.02000000000001,2
C[C@@H]1CN(C(=O)CCN2CCCS2(=O)=O)CCN1CCO,ZINC000330324228,OK,319.4270000000001,-1.062999999999997,1,5,81.16000000000001,5
C[C@H]1CN(C(=O)CCN2CCCS2(=O)=O)CCN1CCO,ZINC000330324229,OK,319.4270000000001,-1.062999999999997,1,5,81.16000000000001,5
CC(=O)N1CCC[C@@](O)(C(=O)N2C[C@H]3OCCN(C)[C@H]3C2)C1,ZINC000330329459,OK,311.38200000000006,-1.0987999999999971,1,5,73.32000000000001,1
COCC(=O)N1CCN(C(=O)N2CCS(=O)(=O)CC2)CC1,ZINC000330330526,OK,319.38300000000015,-1.3725999999999972,0,5,87.22999999999999,2
O=C1NC[C@@H]2CN(S(=O)(=O)N3CCOCC3)CCN2C1=O,ZINC000330334506,Filter41_12_dicarbonyl > 0,318.3550000000001,-2.793999999999995,1,5,99.25999999999999,2
O=C1NC[C@H]2CN(S(=O)(=O)N3CCOCC3)CCN2C1=O,ZINC000330334507,Filter41_12_dicarbonyl > 0,318.3550000000001,-2.793999999999995,1,5,99.25999999999999,2
C[C@@H]1CN(C(=O)CN2CCN(C)C(=O)C2)CC[S@@](=O)C1,ZINC000330338482,OK,301.412,-1.0125999999999966,0,4,60.93000000000001,2
C[C@@H]1CN(C(=O)CN2CCN(C)C(=O)C2)CC[S@](=O)C1,ZINC000330338483,OK,301.412,-1.0125999999999966,0,4,60.93000000000001,2
C[C@H]1CN(C(=O)CN2CCN(C)C(=O)C2)CC[S@@](=O)C1,ZINC000330338484,OK,301.412,-1.0125999999999966,0,4,60.93000000000001,2
C[C@H]1CN(C(=O)CN2CCN(C)C(=O)C2)CC[S@](=O)C1,ZINC000330338485,OK,301.412,-1.0125999999999966,0,4,60.93000000000001,2
C[C@H]1CN(S(=O)(=O)N2CCOCC2)CCS(=O)(=O)C1,ZINC000330350686,OK,312.413,-1.0700999999999974,0,5,83.99000000000001,2
C[C@@H]1CN(S(=O)(=O)N2CCOCC2)CCS(=O)(=O)C1,ZINC000330350687,OK,312.413,-1.0700999999999974,0,5,83.99000000000001,2
CN(C)CCN1C[C@H](C(=O)N2CCN3C(O)=NC[C@H]3C2)CC1=O,ZINC000330360100,OK,323.3970000000001,-1.1630999999999945,1,5,79.69,4
CN(C)CCN1C[C@@H](C(=O)N2CCN3C(O)=NC[C@@H]3C2)CC1=O,ZINC000330360101,OK,323.3970000000001,-1.1630999999999945,1,5,79.69,4
CN(C)CCN1C[C@@H](C(=O)N2CCN3C(O)=NC[C@H]3C2)CC1=O,ZINC000330360102,OK,323.3970000000001,-1.1630999999999945,1,5,79.69,4
CN(C)CCN1C[C@H](C(=O)N2CCN3C(O)=NC[C@@H]3C2)CC1=O,ZINC000330360103,OK,323.3970000000001,-1.1630999999999945,1,5,79.69,4
CCS(=O)(=O)NCCN1CCC[C@H]1CS(=O)(=O)NC,ZINC000330365555,OK,313.445,-1.0606999999999966,2,5,95.58000000000001,8
CCS(=O)(=O)NCCN1CCC[C@@H]1CS(=O)(=O)NC,ZINC000330365560,OK,313.445,-1.0606999999999966,2,5,95.58000000000001,8
CCS(=O)(=O)NCCN1CCO[C@@H](Cn2cncn2)C1,ZINC000330365915,OK,303.38800000000003,-1.0817999999999977,1,7,89.35000000000001,7
CCS(=O)(=O)NCCN1CCO[C@H](Cn2cncn2)C1,ZINC000330365917,OK,303.38800000000003,-1.0817999999999977,1,7,89.35000000000001,7
CNS(=O)(=O)CCCN1CCC[C@H]1CS(=O)(=O)NC,ZINC000330365958,OK,313.445,-1.0606999999999966,2,5,95.58000000000001,8
CNS(=O)(=O)CCCN1CCC[C@@H]1CS(=O)(=O)NC,ZINC000330365960,OK,313.445,-1.0606999999999966,2,5,95.58000000000001,8
Cn1cc(S(=O)(=O)NCCN2CCO[C@H](CO)C2)cn1,ZINC000330366134,OK,304.372,-1.6084999999999976,2,7,96.69000000000001,6
Cn1cc(S(=O)(=O)NCCN2CCO[C@@H](CO)C2)cn1,ZINC000330366138,OK,304.372,-1.6084999999999976,2,7,96.69000000000001,6
CNS(=O)(=O)C[C@H]1CCCN1CCN1C(=O)CN=C1O,ZINC000330366449,OK,304.372,-1.2437999999999967,2,5,102.31,6
CNS(=O)(=O)C[C@@H]1CCCN1CCN1C(=O)CN=C1O,ZINC000330366450,OK,304.372,-1.2437999999999967,2,5,102.31,6
CN(C)S(=O)(=O)CCN1CCO[C@@H](Cn2cncn2)C1,ZINC000330366546,OK,303.38800000000003,-1.129699999999997,0,7,80.56000000000002,6
CN(C)S(=O)(=O)CCN1CCO[C@H](Cn2cncn2)C1,ZINC000330366547,OK,303.38800000000003,-1.129699999999997,0,7,80.56000000000002,6
NS(=O)(=O)C[C@H]1CCCN1C[C@@H](O)CN1CCOCC1,ZINC000330366555,OK,307.4160000000001,-1.5675999999999952,2,6,96.10000000000001,6
NS(=O)(=O)C[C@@H]1CCCN1C[C@H](O)CN1CCOCC1,ZINC000330366556,OK,307.4160000000001,-1.5675999999999952,2,6,96.10000000000001,6
NS(=O)(=O)C[C@@H]1CCCN1C[C@@H](O)CN1CCOCC1,ZINC000330366557,OK,307.4160000000001,-1.5675999999999952,2,6,96.10000000000001,6
